datetime,Macro_Signal,open,high,low,close,actual_close,ln_close,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,ADX_14,DMP_14,DMN_14,CCI_20_0.015,BBB_20_2.0,BBP_20_2.0,ATRr_14,dist_ema50,dist_ema200,daily_range,z_score,Dollar Index,VIX,target_return_1d,target_return_2d,target_return_3d,target_return_4d,target_return_5d
2016-02-01,6.964998529948165,1130.853029288466,1137.7520684981107,1124.4940919512856,1138.9508460924214,1128.84998,7.028954676666836,90.39323899147061,13.114830921173734,3.9112952686282494,9.203535652545485,53.637500472280344,18.45108543449644,2.4884820021386864,157.6301052159983,5.920311912678475,1.0287416721537648,14.21346286619673,0.036619376475245526,0.00790620960676631,0.011723872336590974,2.0614145360052647,115.3331,0.012586216951207265,-0.008668959945113741,0.0034876561242915827,0.014633294590581158,0.030045052686570983,0.04480331192348519
2016-02-02,6.964998529948165,1136.1985004283908,1144.2845291677581,1129.7884512785367,1145.6321321736318,1129.12,7.02919384725252,91.65840856313521,14.425471367456339,4.177548571928684,10.247922795527655,55.496611182180416,20.387029506443465,2.307456104219,160.1961393149592,6.423736733234101,1.0348889589949004,14.233649653555634,0.04095725998287885,0.013679383726341789,0.012758402588769317,2.0853810722529005,115.553,0.013846098527904688,-0.0023613808270299685,0.008784257639259607,0.024196015735249432,0.03895427497216364,0.037029871326475394
2016-02-03,6.964998529948165,1143.8656226166497,1154.6632593036663,1136.9084090824474,1153.9233404896233,1142.93005,7.041350463321925,92.90681373296826,15.94934051305654,4.561134174023108,11.388206339033433,57.51077407496338,23.7200178522636,2.1054339446615744,167.65688883220454,7.155422584249832,1.0419329765294565,14.4851639798173,0.04650088104957109,0.020802158477463212,0.01552179720254537,2.1128437083611193,114.6144,0.013638218067749614,0.0015730863117742189,0.016984844407764044,0.03174310364467825,0.029818699998990006,0.03705995469227297
2016-02-04,6.964998529948165,1152.2546020487284,1165.8843449433325,1144.6227973081225,1163.1408435722665,1155.73999,7.052496101788215,93.98463926766105,17.696795610782374,5.046871417399153,12.649924193383221,59.59941659537636,26.667902413742407,1.8918295824010714,172.69630390566311,8.038974943325952,1.044121754978027,14.969191383773923,0.05259575905182062,0.028659913888851092,0.018452126463549497,2.121377137722941,113.6012,0.01375790681753587,0.009028611024509914,0.02378687026142412,0.021862466615735876,0.029103721309018837,0.06952848924131416
2016-02-05,6.964998529948165,1162.017422657725,1178.9426118260342,1153.4257188924685,1173.6766634321848,1173.68994,7.067907859884205,94.93249275133992,19.704675740438006,5.643801237643828,14.060874502794178,61.71890973016408,29.508875334498086,1.6725200848510042,176.5929103205404,9.029247021962842,1.0469297137858735,15.72259863733048,0.059548683258313695,0.03758550549665965,0.021959131107694048,2.1323245765344594,114.2935,0.014728015631592886,0.014769571119597202,0.012845167473908958,0.02008642216719192,0.060511190099487244,0.0533963325356801
2016-02-08,6.964998529948165,1173.49927156966,1190.056126122721,1164.4037807596528,1181.7264857886637,1191.14001,7.082666119121119,95.51410231757593,21.695397560024958,6.107618445784622,15.587779114240336,63.80078856604138,31.049347116983814,1.4860180850918654,175.08583728036078,10.003660376717479,1.024346630772333,16.43186626059746,0.06402775085923712,0.044237456066629745,0.021859702843066875,2.0442795102125646,114.4351,0.01637846049706651,0.006009943788359173,0.013251198481642135,0.05367596641393746,0.04656110885013032,0.02360250241185291
2016-02-09,6.964998529948165,1186.6682580682816,1198.580041550381,1177.6094570826933,1186.932616873539,1188.84998,7.080741715475431,95.84615071131205,23.423142803679866,6.268290951551624,17.154851852128242,65.80524391552159,31.907324901732785,1.3531763081207635,169.67227376511923,10.842884140314167,0.9867569745520927,16.75606041824677,0.06584320780624964,0.048328440988558256,0.017671817144434925,1.8977280507442662,114.127,0.016718628522774812,0.008855344757969341,0.049280112690264666,0.042165255126457524,0.019206648688180117,0.011240817843753526
2016-02-10,6.964998529948165,1195.7617757668993,1203.9709468434587,1185.4454368642591,1202.3972987594282,1197.48999,7.087982970168714,96.6414260427999,25.743508796828564,6.870925555760255,18.87258324106831,67.70677482994375,31.68727839706814,1.2471140038349773,164.86255887506678,11.85953848798119,1.0175049499616549,16.88244967260054,0.07636475948942524,0.06133261545556919,0.01549264272753515,2.0176057278787627,114.2877,0.016561143325687637,0.03633514620549594,0.029220288641688796,0.0062616822034113895,-0.0017041486410152018,0.005592058465842875
2016-02-11,6.964998529948165,1200.2953802850677,1241.4150899517404,1191.1655000140759,1228.2151873424286,1246.89001,7.128407738101009,97.50146279676936,29.327632709229192,8.364039574528707,20.963593134700485,69.65708281266281,39.66640530515881,1.014774415622814,182.17022588527527,13.335630763787636,1.081885063030082,19.265816834390822,0.09520404305643532,0.08321487769082214,0.04186435336086216,2.268605616668163,114.1845,0.017726533784132758,0.00797555318959109,-0.014983053248686318,-0.02294888409311291,-0.015652676986254832,0.0033608510796083735
2016-02-12,6.964998529948165,1227.736180669836,1246.0903416491699,1215.448662337942,1230.6564637984793,1238.05005,7.121292880537202,97.56495921941296,31.9962346631969,8.826113222797133,23.170121440399768,71.48371723104364,37.005689225896845,0.9041565177615507,170.3848191519346,14.311897089134305,1.0108951096074623,20.078378439879177,0.0932061367920685,0.08444677848237105,0.024957869445950607,1.9918358260450286,114.2992,0.016000496024057283,-0.01696874230006351,-0.024934573144490102,-0.017638366037632025,0.0013751620282311805,-0.002006245385630656
