Date,Close_BBL,Close_KBANK,Close_KKP,Close_KTB,Close_TCAP,Close_TISCO,Close_TTB,Close_KTC,Close_AEONTS,Close_JMT,Close_SAWAD,BroadMoney_M1M2_Growth,Inflation_Surprise,IPI_Surprise,THOR_1M,THOR_6M,3M_1M_THOR_Spread,6M_1M_THOR_Spread,5Y_1Y_Bond_Spread,10Y_5Y_Bond_Spread,THB_per_USD,SP500_Index,SET_Index,THB_per_CNY,GDP_Growth,THB_per_INR,Logclose_BBL,Logclose_KBANK,Logclose_KKP,Logclose_KTB,Logclose_TCAP,Logclose_TISCO,Logclose_TTB,Logclose_KTC,Logclose_AEONTS,Logclose_JMT,Logclose_SAWAD,D_Logclose_BBL,D_Logclose_KBANK,D_Logclose_KKP,D_Logclose_KTB,D_Logclose_TCAP,D_Logclose_TISCO,D_Logclose_TTB,D_Logclose_KTC,D_Logclose_AEONTS,D_Logclose_JMT,D_Logclose_SAWAD
2016-05-01,114.526123046875,125.92266082763672,22.37672233581543,10.796185493469238,17.38600730895996,21.757631301879883,1.3975465297698975,7.2739362716674805,66.14852905273438,3.5820224285125732,25.44700050354004,0.0002094432897871757,0.0017000000000000001,7.4e-05,0.014931300000000002,0.0149851,2.5299999999998934e-05,5.379999999999795e-05,0.0025000000000000022,0.003999999999999997,35.72100067138672,2096.949951171875,1397.8699951171875,0.18389999866485596,-0.0073634829208039125,1.8777999877929688,4.740802945853301,4.83566791554206,3.108021237100792,2.3791928766929673,2.855665705050202,3.079964560450402,0.33471822049814415,1.9842975854138918,4.1919026537715425,1.2759275650685469,3.2365978776436126,0.024015885638012158,0.068120850397551,0.04706739789187475,-0.023122344229510983,0.00878157161667481,0.04114059226327349,0.02489737242221135,-0.03867892473831658,-0.0348094592993311,-0.10963655140304596,0.005968204276825428
2016-06-01,111.02379608154297,123.02788543701172,23.455121994018555,10.761127471923828,17.89735984802246,25.046579360961914,1.3239917755126953,8.134514808654785,70.77104949951172,4.203392028808594,22.752613067626953,0.0007213542615473671,0.0027,7.499999999999998e-05,0.0149216,0.0149832,2.8700000000001294e-05,6.16000000000002e-05,0.0019000000000000006,0.0032999999999999974,35.112998962402344,2098.860107421875,1415.760009765625,0.18866999447345734,-0.005067073714924001,1.9189000129699707,4.709744557449415,4.812411040547405,3.1550888929614618,2.37594033288026,2.8846532074444373,3.220737265750128,0.2806512456471054,2.096116096440541,4.259450011700946,1.4358918252418156,3.1246799989165117,-0.03105838840388575,-0.023256874994654453,0.047067655860669966,-0.0032525438127071205,0.02898750239423542,0.14077270529972585,-0.05406697485103873,0.11181851102664941,0.0675473579294037,0.1599642601732687,-0.1119178787271009
2016-07-01,119.42938232421875,142.9294891357422,28.307903289794922,11.487337112426758,20.837642669677734,27.32354164123535,1.385287880897522,10.040080070495605,73.52837371826172,5.117172718048096,23.051992416381836,-0.002095626522062275,-0.0012000000000000001,-0.00012,0.0149495,0.0149855,5.500000000002031e-06,3.600000000000131e-05,0.0023999999999999994,0.004399999999999998,34.779998779296875,2173.60009765625,1454.56005859375,0.19057999551296234,-0.0004977864043494191,1.9162230491638184,4.782725253802428,4.962351425687688,3.3431410338517225,2.441245308031917,3.0367610948286496,3.3077486617777727,0.3259079742838839,2.3065850893807465,4.297671368708838,1.6326020830246781,3.137752204595615,0.07298069635301285,0.1499403851402823,0.18805214089026068,0.06530497515165701,0.15210788738421233,0.08701139602764485,0.04525672863677849,0.21046899294020527,0.038221357007891754,0.19671025778286255,0.013072205679103277
2016-08-01,118.72896575927734,142.9294891357422,27.903505325317383,12.543645858764648,20.45412826538086,27.32354164123535,1.385287880897522,11.392416954040527,72.60928344726562,5.336481094360352,23.650741577148438,-0.0015789816217252,-0.0014000000000000002,-0.00052,0.014958800000000001,0.0149876,3.199999999998343e-06,2.8799999999998965e-05,0.0035999999999999973,0.002700000000000001,34.59000015258789,2170.949951171875,1512.6199951171875,0.19212999939918518,0.007413751034640652,1.940500020980835,4.776843296777109,4.962351425687688,3.328752319835679,2.529214231287063,3.0181847332833365,3.3077486617777727,0.3259079742838839,2.432947954600302,4.285092784830386,1.6745664646616536,3.163394470773972,-0.005881957025319018,0.0,-0.014388714016043469,0.08796892325514571,-0.01857636154531317,0.0,0.0,0.12636286521955542,-0.012578583878451788,0.04196438163697547,0.025642266178357076
2016-09-01,113.82567596435547,135.69252014160156,28.577495574951172,11.619377136230469,20.709802627563477,26.564550399780273,1.2994732856750488,12.089076042175293,73.34454345703125,5.117172718048096,21.55510711669922,0.0,-0.0014000000000000002,-0.00052,0.014958800000000001,0.0149876,3.199999999998343e-06,2.8799999999998965e-05,0.0035999999999999973,0.002700000000000001,34.643001556396484,2168.27001953125,1539.7099609375,0.19110000133514404,0.013737869245629607,1.9271999597549438,4.734668119831418,4.910391444773373,3.3526195400739796,2.4526741472530484,3.030607145065772,3.279577635226663,0.2619590175006828,2.492302238395728,4.295168111324692,1.6326020830246781,3.070612777646236,-0.042175176945691284,-0.05195998091431431,0.02386722023830057,-0.07654008403401447,0.012422411782435638,-0.0281710265511097,-0.06394895678320112,0.05935428379542618,0.01007532649430587,-0.04196438163697547,-0.0927816931277361
2016-10-01,113.07443237304688,124.80545806884766,32.8712272644043,11.35529899597168,20.198450088500977,26.18505859375,1.2872143983840942,12.293975830078125,72.05778503417969,5.519237995147705,23.950122833251953,0.011944644113194179,-0.0002000000000000001,9e-05,0.0149599,0.014993300000000001,1.6099999999999795e-05,3.340000000000114e-05,0.006300000000000002,0.005899999999999999,35.02000045776367,2126.14990234375,1490.93994140625,0.19117000699043274,0.015649282254105838,1.9067000150680542,4.728046295435736,4.826756189505024,3.4925977238943737,2.4296845068684174,3.0056058731713624,3.2651889654127357,0.25248050245082665,2.509109372489565,4.277468367048193,1.708239806402705,3.1759734525808057,-0.006621824395681486,-0.0836352552683497,0.13997818382039418,-0.022989640384631027,-0.025001271894409705,-0.01438866981392728,-0.00947851504985614,0.01680713409383694,-0.017699744276498564,0.07563772337802677,0.10536067493456969
2016-11-01,110.59317016601562,122.99143981933594,31.045047760009766,11.619377136230469,22.944522857666016,27.32354164123535,1.23817777633667,11.96613597869873,77.74530792236328,6.688878059387207,24.548871994018555,0.0,-0.0002000000000000001,9e-05,0.0149599,0.014993300000000001,1.6099999999999795e-05,3.340000000000114e-05,0.006300000000000002,0.005899999999999999,35.650001525878906,2198.81005859375,1504.52001953125,0.19314000010490417,0.022396165042204305,1.9220000505447388,4.705858334613795,4.812114757985827,3.43543930322797,2.4526741472530484,3.1330792525844235,3.3077486617777727,0.21364076357870812,2.482080658658808,4.35343820097289,1.9004461559487547,3.200665905894434,-0.022187960821940855,-0.014641431519196502,-0.05715842066640375,0.022989640384631027,0.12747337941306114,0.04255969636503698,-0.03883973887211853,-0.027028713830757223,0.07596983392469614,0.19220634954604976,0.02469245331362835
2016-12-01,113.07443237304688,128.79632568359375,33.15217590332031,11.685395240783691,22.944522857666016,30.48598289489746,1.2872143983840942,11.310458183288574,77.37154388427734,7.4564528465271,24.69856071472168,0.017058158396324467,-0.0005999999999999998,0.00035999999999999997,0.0149669,0.0150046,1.3100000000000264e-05,3.7699999999999886e-05,0.006999999999999996,0.004200000000000006,35.76300048828125,2238.830078125,1512.3800048828125,0.19312000274658203,0.012233618504045154,1.8981000185012817,4.728046295435736,4.8582322859620515,3.501108352586995,2.458339792047253,3.1330792525844235,3.417267000758913,0.25248050245082665,2.4257278006504,4.3486190629218875,2.0090798113928994,3.2067449712770895,0.022187960821940855,0.04611752797622426,0.06566904935902507,0.005665644794204727,0.0,0.1095183389811405,0.03883973887211853,-0.056352858008407836,-0.004819138051002092,0.10863365544414472,0.0060790653826554575
2017-01-01,123.70836639404297,136.77804565429688,32.028377532958984,12.543645858764648,24.7696533203125,30.865478515625,1.434324860572815,11.515357971191406,74.75511932373047,7.237145900726318,24.69856071472168,0.002718845589499865,0.0,-0.000196,0.0149462,0.015004,2.9400000000000606e-05,5.780000000000021e-05,0.006949999999999998,0.004899999999999998,35.189998626708984,2278.8701171875,1563.5799560546875,0.1951799988746643,0.007826510339303995,1.9261000156402588,4.81792691166301,4.918359507326147,3.4666223077317406,2.529214231287063,3.2096192474530816,3.42963835922884,0.3606942580638747,2.4436816201703757,4.3142176958619345,1.9792269160685465,3.2067449712770895,0.08988061622727361,0.06012722136409554,-0.034486044855254416,0.07087443923980974,0.07653999486865803,0.012371358469926985,0.10821375561304802,0.017953819519975767,-0.034401367059953,-0.02985289532435287,0.0
2017-02-01,125.83515930175781,138.95489501953125,36.945011138916016,12.939760208129883,25.291120529174805,34.66041564941406,1.4956202507019043,10.695758819580078,75.5026626586914,9.320566177368164,26.49481964111328,0.004954629404216722,0.0001999999999999988,-0.00022000000000000006,0.014945600000000002,0.015001899999999999,2.57999999999977e-05,5.629999999999698e-05,0.0059000000000000025,0.004899999999999998,34.84000015258789,2363.639892578125,1576.3199462890625,0.19694000482559204,0.0007741386646506829,1.9142999649047852,4.834972790923033,4.934149384208022,3.6094306217405254,2.560304757844629,3.230453366903771,3.5455982764086893,0.4025410042149687,2.3698472908898522,4.324167922635648,2.2322233754970284,3.276949228641438,0.017045879260023433,0.015789876881875387,0.1428083140087848,0.031090526557566278,0.02083411945068958,0.1159599171798491,0.041846746151094016,-0.07383432928052347,0.009950226773713489,0.2529964594284819,0.07020425736434843
