datetime,open,high,low,close
2025-12-27,4523.48301,4534.74851,4522.15204,4532.69019
2025-12-26,4479.62443,4550.78973,4476.55334,4523.58231
2025-12-25,4479.62632,4480.72434,4479.00292,4479.69741
2025-12-24,4491.63223,4525.85005,4451.05034,4479.69441
2025-12-23,4433.51735,4498.40302,4431.79418,4491.60078
2025-12-22,4338.52403,4443.81931,4338.17759,4433.70172
2025-12-21,4338.53784,4338.7268,4338.45602,4338.55589
2025-12-20,4345.83332,4346.01548,4336.79635,4338.63147
2025-12-19,4324.94935,4356.27683,4311.66104,4345.9183
2025-12-18,4336.87959,4376.2737,4308.87716,4325.06663
2025-12-17,4310.3026,4348.63257,4301.10812,4336.82339
2025-12-16,4314.60283,4334.17857,4268.69498,4310.06308
2025-12-15,4302.43395,4350.09414,4286.91234,4314.55996
2025-12-14,4302.42429,4302.61883,4302.36226,4302.5204
2025-12-13,4296.78407,4304.4202,4289.06841,4302.40463
2025-12-12,4273.60179,4352.66531,4259.01477,4296.83443
2025-12-11,4215.87471,4287.12029,4204.46736,4273.56204
2025-12-10,4212.73084,4219.56716,4182.65249,4215.85221
2025-12-09,4186.39665,4220.84751,4171.40677,4212.89339
2025-12-08,4197.37604,4218.46194,4175.24856,4186.46637
2025-12-07,4197.36867,4197.56019,4197.29437,4197.34601
2025-12-06,4207.84169,4207.84169,4192.07322,4197.40394
2025-12-05,4208.73724,4258.54495,4195.39646,4207.63103
2025-12-04,4208.55717,4220.43,4176.80186,4208.77715
2025-12-03,4199.64034,4243.15096,4195.0201,4208.56484
2025-12-02,4234.45988,4242.3133,4167.30243,4199.63913
2025-12-01,4216.34255,4265.37936,4202.4477,4234.38252
2025-11-30,4216.34576,4216.8431,4216.2683,4216.34338
2025-11-29,4212.63224,4231.26834,4171.98663,4216.44184
2025-11-28,4158.00496,4225.13635,4157.6383,4212.73023
2025-11-27,4163.49718,4168.69798,4143.6376,4157.99178
2025-11-26,4133.36559,4174.01012,4127.49532,4163.51163
2025-11-25,4119.40396,4159.14589,4110.34558,4133.2823
2025-11-24,4065.88586,4127.83474,4040.59968,4119.43498
2025-11-23,4065.8935,4066.14254,4065.81953,4065.93911
2025-11-22,4087.46663,4088.56214,4054.98727,4065.96908
2025-11-21,4084.50767,4099.55818,4025.66492,4087.44933
2025-11-20,4074.14058,4110.93765,4040.886,4084.63177
2025-11-19,4081.01883,4132.42981,4054.87269,4074.0584
2025-11-18,4012.09619,4081.09747,3999.63117,4081.01142
2025-11-17,4080.45515,4106.23731,4011.04777,4012.12221
2025-11-16,4080.45349,4080.63709,4080.36819,4080.496
2025-11-15,4089.52774,4092.08163,4075.2912,4080.42743
2025-11-14,4164.48871,4210.97208,4034.28982,4089.59042
2025-11-13,4196.38921,4244.30211,4141.94031,4164.62689
2025-11-12,4123.20807,4213.30684,4100.37736,4196.46651
2025-11-11,4105.78,4146.07515,4096.85211,4123.19184
2025-11-10,3997.16,4110.0,3994.22,4105.78
2025-11-08,4003.1,4003.1,3986.75,3992.44
2025-11-07,3981.31,4014.99,3972.1,4003.11
2025-11-06,3984.64,4020.0,3958.68,3981.31
2025-11-05,3930.56,3985.32,3920.0,3984.63
2025-11-04,3999.67,4009.04,3918.0,3930.56
2025-11-03,3997.44,4024.93,3962.2,3999.2
2025-11-01,3995.65,4009.88,3991.21,4001.4
2025-10-31,4020.71,4040.0,3971.81,3995.65
2025-10-30,3949.55,4023.0,3921.71,4020.42
2025-10-29,3967.97,4031.43,3930.08,3949.3
2025-10-28,3980.41,4013.17,3900.0,3967.98
2025-10-27,4098.77,4099.51,3951.0,3980.31
2025-10-25,4097.3,4127.13,4090.99,4111.21
2025-10-24,4117.36,4139.62,4045.25,4097.3
2025-10-23,4101.33,4157.46,4057.14,4117.0
2025-10-22,4114.09,4167.79,4020.0,4101.48
2025-10-21,4388.43,4390.74,4094.72,4114.57
2025-10-20,4231.0,4401.66,4214.16,4388.43
