,Macro_Signal,open,high,low,close,close_ret,ln_close,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,ADX_14,DMP_14,DMN_14,CCI_20_0.015,BBB_20_2.0,BBP_20_2.0,ATRr_14,dist_ema50,dist_ema200,daily_range,z_score,target_return,signal
2021-04-14,7.448020737541559,1744.30005,1749.57996,1732.13,1736.00354,-0.0044980907782123936,7.459340934388723,49.267045366872296,-2.1200074220141687,3.877955760931548,-5.997963182945717,25.44739493704326,13.644899680428528,17.7121767070229,61.039871287628266,3.489515026459715,0.5799937224462008,22.965880624755382,-0.011526103812274036,-0.0320514940464461,0.010003989852548544,0.31187294462353965,0.015549431609422015,1
2021-04-15,7.448020737541559,1737.09998,1769.91003,1734.10498,1763.20837,0.015549431609422015,7.474890365998145,56.86316065609225,0.24120206944030542,4.9913322019088175,-4.750130132468512,24.1429219918304,18.264004132863338,15.8154709673784,159.81200042426303,3.8372667808255727,0.9617442814528818,23.882964151558568,0.0038081724320515107,-0.016717638561655222,0.020611968460214902,1.800210620485136,0.00740106519619399,1
2021-04-16,7.448020737541559,1763.84497,1784.07495,1759.78503,1776.3064,0.00740106519619399,7.482291431194339,59.970749130245196,3.1332608781933686,6.306712808529505,-3.173451930336136,23.714364415521914,21.170074848891733,14.667941921544024,228.8251167131475,4.3897761133556035,1.0545915798988057,23.912032426447237,0.01081843908252196,-0.009320513391858637,0.01377100618996007,2.1621960298545426,-0.0039464782270801635,0
2021-04-19,7.448020737541559,1779.5,1790.53503,1765.97998,1769.31006,-0.0039464782270801635,7.478344952967259,57.58442293143304,4.805299649971857,6.383001264246396,-1.5777016142745377,23.63688319309215,21.54625683515766,13.594120428132282,197.165745050428,4.727561288994561,0.9105861854689103,23.957962253129573,0.006567243899771211,-0.013092659153965815,0.013798847991008676,1.600759644234027,0.004479408641847371,1
2021-04-20,7.448020737541559,1770.30005,1780.76501,1763.18005,1777.2533,0.004479408641847371,7.482824361609106,59.55228990150777,6.694189062049418,6.617512541059164,0.07667652099025335,23.346439995335537,20.394749944754356,13.718546414322828,158.77199926801845,5.133282321501063,0.9385161384985594,23.502747806477473,0.01064680242939717,-0.008576532211337124,0.009933321755258458,1.70965064753009,0.009078563515116933,1
2021-04-21,7.448020737541559,1778.6449,1797.97998,1775.95496,1793.46167,0.009078563515116933,7.491902925124223,63.29449745914282,9.39077650385343,7.451279986290542,1.9394965175628889,23.89110786253437,24.278921835460395,12.796118232675312,181.61910905825528,5.8169466456822265,1.0170948193794107,23.397195820300514,0.019069971367317574,0.00046051886690782876,0.012383033847846774,2.0160067445029046,-0.005323278470260817,0
2021-04-22,7.448020737541559,1794.15002,1798.28503,1776.82996,1783.93994,-0.005323278470260817,7.486579646653962,59.794586447278114,10.636901861348178,6.9579242750282315,3.678977586319947,24.410172595661177,22.772862464424577,11.952979667484378,141.97900367317658,6.131131250375451,0.8740310280931108,23.258472547421906,0.013116894804259344,-0.004803023595635974,0.011958347830913258,1.4582414037604057,-0.003796501178510603,0
2021-04-23,7.448020737541559,1784.32996,1796.06006,1770.05457,1777.18005,-0.003796501178510603,7.482783145475452,57.3692142341526,10.952742162959566,5.819011661311695,5.133730501647872,24.324268759169506,20.96932583524303,13.06971013439335,107.69668707571778,6.304468214284354,0.7813375830092163,23.454688079748916,0.008910806513282006,-0.008489536645618799,0.0145743727802452,1.0968558252225797,0.0016921999829682122,1
2021-04-26,7.448020737541559,1776.34497,1783.69104,1768.70496,1780.18994,0.0016921999829682122,7.48447534545842,58.18254978945952,11.31548300139616,4.94540199979863,6.37008100159753,24.131532692274607,19.98698473820742,12.879327864836966,85.90998529437812,6.240406189552618,0.7800093626237594,22.849787502623986,0.010198831196549104,-0.006742975168594288,0.008436469409430028,1.0916774688459299,-0.0019680176152876427,0
2021-04-27,7.448020737541559,1780.42004,1785.90002,1773.51501,1776.68994,-0.0019680176152876427,7.482507327843132,56.82490168635921,11.191528011551554,3.8571576079632184,7.334370403588336,24.076426735637195,19.90088832755585,12.36383342083368,80.00210371819747,5.350055640583744,0.7395026264401725,22.102303395293696,0.007888090072715327,-0.008610019872047044,0.00695622927272823,0.9337531379815879,0.0026047075978929968,1
2021-04-28,7.448020737541559,1776.79504,1782.84998,1762.56494,1781.32373,0.0026047075978929968,7.485112035441025,58.21506921919427,11.336520563536169,3.201720127958266,8.134800435577903,23.094432457075666,18.588565012454175,15.1081930523011,62.90953138538828,4.890978915481146,0.7721056759525264,21.97249886705843,0.01010017809189536,-0.005964786437351841,0.011416646007746611,1.060863225425804,-0.005675032728420071,0
2021-04-29,7.448020737541559,1780.90002,1790.42505,1756.19495,1771.24329,-0.005675032728420071,7.479437002712605,54.13174680711048,10.516789935449424,1.9055915998972157,8.611198335552208,22.649886610658577,18.967523905302762,13.491440061230596,46.98849657293945,4.702955108115956,0.6360633076510586,22.848041805125685,0.004211413416976871,-0.011475992242201881,0.01922067472378376,0.530472431019737,-0.0014991217393749423,0
2021-04-30,7.433779112359581,1772.89502,1773.97998,1763.72998,1768.58997,-0.0014991217393749423,7.47793788097323,53.076449231341556,9.543040526715458,0.7454737529306001,8.797566773784858,22.237094038985564,18.334809207117992,13.04139542340452,28.77130217477824,4.422253010146235,0.584976929896121,21.94818167618814,0.0026006689942979265,-0.012829530484336058,0.005781504197580746,0.33130106390029623,0.013351394231459146,1
2021-05-03,7.433779112359581,1768.495,1798.22498,1765.91003,1792.36145,0.013351394231459146,7.491289275204689,60.5051755772245,10.56767924606379,1.4160899778231446,9.151589268240645,23.119168603654682,24.10235734777373,11.71464091952068,84.0375988469927,4.294920327874975,0.8587367027790198,22.68866512788898,0.015436361775414745,0.0004345813196091894,0.018272570745181613,1.3986131463687825,-0.007773158137135638,0
2021-05-04,7.433779112359581,1792.29004,1799.375,1770.84497,1778.48315,-0.007773158137135638,7.483516117067554,55.02782461260392,10.142928621666442,0.793071482740638,9.349857138925804,23.98855354361073,22.332126607411546,10.681450949902015,69.29888168639921,4.1848884021370445,0.6565084141934546,23.105905475896904,0.007274639459604326,-0.007239581317493463,0.01591819926645349,0.6101821305503135,0.004466196903801567,1
2021-05-05,7.433779112359581,1778.91003,1788.34863,1769.95496,1786.44397,0.004466196903801567,7.487982313971355,57.40957494686668,10.329609031364498,0.7838015139509551,9.545807517413543,24.709879840779422,21.043519778980997,10.344311522878582,60.55445673507758,3.9858939284762225,0.7421173021612848,22.76931722761855,0.011316064617255185,-0.002768059879905435,0.010339854005994856,0.9439470205944058,0.015956686853669133,1
2021-05-06,7.433779112359581,1787.09497,1818.21497,1781.66504,1815.17834,0.015956686853669133,7.503939000825024,64.68058020247706,12.65035272521527,2.483636166241382,10.166716558973889,26.52497280375226,27.71165328427355,9.207391770081852,156.9629625327735,4.50252914396812,1.0369420090796868,23.753646711360076,0.026472443194301448,0.013138295743983324,0.020452147543115688,2.093385335035298,0.00839289409862598,1
2021-05-07,7.433779112359581,1815.47998,1843.45496,1812.9032,1830.47705,0.00839289409862598,7.51233189492365,67.82960904826311,15.544845559711348,4.3025032005899675,11.24234235912138,28.856215547953788,32.65452446695546,8.378446097790862,247.4508018528624,5.060528461298451,1.098125246796827,24.23922623197722,0.03369995054273279,0.021456919205623436,0.01682847529940818,2.3319215091867087,0.0027075861485457153,1
2021-05-10,7.433779112359581,1833.245,1845.53003,1830.08997,1835.43994,0.0027075861485457153,7.515039481072196,68.80137798219512,18.03136142081553,5.4312152493553185,12.60014617146021,31.067014928004347,31.756987585607277,7.9870871201501075,244.64034323365414,5.282166200316157,1.0694242922834085,23.610714358264556,0.03502096956454949,0.023979510694578782,0.008422256708732277,2.22002458872991,0.0008169089976703958,1
2021-05-11,7.433779112359581,1834.58496,1842.32495,1817.68005,1836.93994,0.0008169089976703958,7.5158563900698665,69.10514050424777,19.8936589026398,5.83481018494367,14.05884871769613,32.06590577025263,29.396658550504384,11.136064298942216,186.41817514006888,5.536732949774481,1.0099261947618365,23.68458476124566,0.03441188870523007,0.02456335627212463,0.01343350160245509,1.9880583005498502,-0.011773281558339121,0
2021-05-12,7.433779112359581,1837.39502,1843.68994,1813.0,1815.43994,-0.011773281558339121,7.504083108511527,60.07626642277043,19.410915802614454,4.281653667934659,15.129262134679795,32.6189561900081,26.732129451161846,11.508904682972798,128.0846838720202,5.045645983390004,0.7763633047316135,24.184967278299542,0.02141144614982839,0.012444965577959068,0.016702962436460713,1.0774625182683242,0.006112034280386425,1
2021-05-13,7.433779112359581,1815.89502,1828.81006,1808.77502,1826.56995,0.006112034280386425,7.510195142791914,62.78684215083224,19.699355301994956,3.656074533852127,16.04328076814283,32.79349276617791,25.130706475444335,12.08275008265644,99.38458266719535,5.124562171806627,0.8582483815032638,23.888543901278144,0.026559408163692153,0.01846299467538914,0.011033148821565678,1.3967093195491904,0.008515184885298233,1
2021-05-14,7.433779112359581,1826.495,1845.54504,1819.78503,1842.18994,0.008515184885298233,7.518710327677212,66.25001277853252,20.94688567556068,3.922883925934279,17.0240017496264,33.54227757973475,28.181842190922374,11.157262399367768,124.62600835263972,5.54277346850721,0.9543638398388155,24.022220051186846,0.03390528125440653,0.026894779965453065,0.014103520677581909,1.771436361850661,0.012913031918461826,1
2021-05-17,7.433779112359581,1843.84497,1868.80005,1841.245,1866.13245,0.012913031918461826,7.531623359595674,70.74430577387626,23.595528382194516,5.257221306054493,18.338307076140023,34.88246187872433,32.7396667707541,10.252614960854828,160.5114474825168,6.270670894149548,1.069605921662014,24.274565047530654,0.045401836702842216,0.03982473521286551,0.014944342094010302,2.2207327104100103,0.0011180092196223512,1
2021-05-18,7.433779112359581,1866.59497,1875.40002,1862.94495,1868.21997,0.0011180092196223512,7.532741368815296,71.10558856265281,25.568306703549297,5.783999701927417,19.78430700162188,36.284961057648125,33.50857953024632,9.863323704044106,158.2031101506035,6.8890479663742,0.9973959074351059,23.430315401278463,0.044663365524171,0.04056353553600147,0.006672615216572655,1.939206247087843,0.0007223413233985454,1
2021-05-19,7.433779112359581,1869.59497,1890.14502,1851.93506,1869.56995,0.0007223413233985454,7.533463710138695,71.35197282111731,26.93024474217691,5.7167501924440245,21.213494549732886,37.913477216676675,34.074904550929524,8.763928311934615,137.66530370641033,7.4776154879437025,0.9391414644442354,24.486004301187137,0.04355954989110326,0.04088754129043403,0.020437560334257802,1.7120886168864815,0.0038011236709936114,1
2021-05-20,7.433779112359581,1869.745,1884.12,1863.53003,1876.68994,0.0038011236709936114,7.537264833809688,72.67536977522326,28.25836924831333,5.635899758864355,22.622469489448974,39.42567079291748,32.004722646675745,8.23148585785738,127.89353840365199,7.979961086400882,0.927587738356026,24.207716136816625,0.045584753639377376,0.044385519470066234,0.011012180805403943,1.6670439000472663,0.001921810343241681,1
2021-05-21,7.433779112359581,1876.83997,1889.84998,1870.01001,1880.30005,0.001921810343241681,7.53918664415293,73.34765953759991,29.264875921231805,5.313925145426264,23.95095077580554,40.956376891440065,31.81946920810813,7.743316144532014,123.74311837089846,8.306355730280494,0.8993958576909563,23.89573426990115,0.045644391665480004,0.04591172825612211,0.010570943882871374,1.557131714832935,0.00040937212279157364,1
2021-05-24,7.433779112359581,1882.34497,1887.43506,1875.18994,1881.06995,0.00040937212279157364,7.539596016275722,73.49741717253033,29.781363190085358,4.66432993142385,25.117033258661507,42.37774684006818,30.612762210608782,7.449662164500334,114.78297947535553,8.519452979032504,0.860839291488002,23.063547536336785,0.04418593714813615,0.045857743907035974,0.006505247547690497,1.4068105462640512,0.009625726472019203,1
2021-05-25,7.433779112359581,1880.69495,1900.62659,1872.72998,1899.26404,0.009625726472019203,7.549221742747741,76.81312693062794,31.298010102263106,4.944781474881278,26.353228627381828,43.987301912017664,32.03213496655361,6.815527567487161,120.92029169624375,8.826837193128313,0.9217569624657395,23.4087662837413,0.05204587400335028,0.05538569484310777,0.01483313920739778,1.6443113506579505,-0.001488050983952327,0
2021-05-26,7.433779112359581,1899.495,1913.15002,1890.33997,1896.43994,-0.001488050983952327,7.5477336917637885,75.23961767274369,31.904309419755464,4.440864633898904,27.46344478585656,45.7219620016849,33.62690753342563,6.340287233436926,124.59187756356897,8.950114652028306,0.8624552512017379,23.36600083490264,0.04840604414264962,0.05325239255435001,0.01200848120158255,1.4131107170637633,-0.0001898368422965646,0
2021-05-27,7.433779112359581,1896.495,1903.87,1888.22498,1896.07996,-0.0001898368422965646,7.547543854921492,75.0286364056167,31.987032025542703,3.6188697917489137,28.36816223379379,47.12691021687653,31.97979216481941,6.691896543865064,104.41766967330805,8.709297231455741,0.8300883949343282,22.81450220383816,0.04622916994989869,0.05249686787420915,0.008249439096860225,1.2869214804131925,0.0034538247478046458,1
2021-05-28,7.433779112359581,1897.04504,1905.89502,1881.84497,1902.64001,0.0034538247478046458,7.550997679669297,76.33116611590962,32.21062743434436,3.073972160440455,29.136655273903905,47.80899193438925,29.58109265775446,8.179741691925384,95.94131892455158,8.27735549380469,0.8451247662275329,22.90275561784971,0.04780060687074158,0.05554867349841957,0.012677637848809235,1.3455440478880119,0.0019532586939945418,1
2021-05-31,7.459640837344101,1903.69495,1911.12952,1901.56006,1906.35999,0.0019532586939945418,7.552950938363291,77.06183757307208,32.315486886432836,2.5430652900231436,29.772421596409693,48.58002337671679,30.363295015890504,7.925025241368792,105.18056805026745,8.145770998276133,0.8365227978536566,21.950377359431865,0.04780091607915533,0.05700651037042709,0.0050267822583654675,1.312007401207723,-0.0032418097842166205,0
2021-06-01,7.459640837344101,1907.52551,1916.84497,1892.28003,1900.18994,-0.0032418097842166205,7.5497091285790745,73.03460485453724,31.537176350189384,1.4118038030237514,30.125372547165632,48.4090749562775,27.95663235558587,10.29120230516984,92.73932427696442,7.424977333955229,0.7793200091784752,22.137131833758176,0.04259391039648435,0.05302398425987215,0.012877909035145857,1.0889898743411013,0.00407235716988108,1
2021-06-02,7.459640837344101,1900.04504,1909.33521,1894.04504,1907.94397,0.00407235716988108,7.553781485748956,74.81582872671892,31.18654597164914,0.8489387395868029,30.337607232062336,48.25033713729816,26.546207061412446,9.772006292787209,89.49843804099721,6.712735238235981,0.8213442823761452,21.648063131346877,0.044928648181178886,0.05671830947336631,0.008047267132151767,1.252830653680205,-0.01978303624191291,0
2021-06-03,7.459640837344101,1908.09497,1909.88501,1865.10999,1870.56995,-0.01978303624191291,7.533998449507043,55.71307857359151,27.57503002297335,-2.2100617672711884,29.78509179024454,45.799070896861934,22.902407145628114,17.30102046236339,32.62447776850654,6.188581237221772,0.5012406303200984,23.29998862196496,0.023478188041096314,0.03564746884652279,0.023465823611494577,0.004836867435173372,0.010317769531527077,1
2021-06-04,7.459640837344101,1871.31995,1896.60498,1856.09497,1889.96997,0.010317769531527077,7.54431621903857,61.24467887656924,25.978829322182037,-3.0450099744500037,29.02383929663204,42.96196548673269,20.200746986950573,17.885271266463647,25.222939067846923,5.916619953616172,0.6494828494186823,24.529275863253176,0.03271215536978341,0.04590559187007337,0.02164782671183512,0.5827914365439784,0.00476450125040806,1
2021-06-07,7.459640837344101,1888.48999,1900.40503,1880.88,1898.99622,0.00476450125040806,7.549080720288978,63.52729627201279,25.152232427577246,-3.0972854952438382,28.249517922821084,40.53104919949658,20.158149611931943,16.85334259478803,57.30555663258964,5.713466703020456,0.7090831591700689,24.171829730163648,0.036114694493248264,0.05036871541311859,0.010338963988895587,0.8151562213574485,-0.0032576871795715334,0
2021-06-08,7.459640837344101,1898.995,1903.95496,1883.38,1892.81995,-0.0032576871795715334,7.545823033109406,60.88480068846263,23.72528474744422,-3.6193865403014946,27.344671287745715,38.46644416048443,19.979659287035645,15.817656241348594,52.9420078399956,5.406635316926758,0.6323396876366078,23.914910463723384,0.03142038985690128,0.04646361374754628,0.010834657279245033,0.5159550876201083,-0.0023916798198611033,0
2021-06-09,7.459640837344101,1893.48999,1899.39502,1886.57996,1888.29834,-0.0023916798198611033,7.543431353289545,58.95149627913908,21.97623394679954,-4.294749872756945,26.270983819556484,36.549310909973144,19.188700077436252,15.191463336923537,41.26130031538751,4.413332031230537,0.5635665283883015,23.12206400202885,0.027789404447038295,0.04350731537353356,0.00676795761671806,0.2478279517656945,0.005197041593336671,1
2021-06-10,7.459640837344101,1888.57007,1900.09204,1869.84497,1898.13745,0.005197041593336671,7.548628394882882,61.79442207978651,21.140339855732464,-4.104515171059219,25.244855026791683,34.219406970472626,17.43433950285117,18.860983714399396,22.862911036904297,3.4900809098294077,0.675314539215925,23.630993001883922,0.0318036394930328,0.04843398426177766,0.016015857966021823,0.6835019037570258,-0.011390166781014344,0
2021-06-11,7.459640837344101,1898.41504,1903.30005,1874.07495,1876.64001,-0.011390166781014344,7.5372382281018675,53.13541861928973,18.529626025343987,-5.372183201158158,23.901809226502145,31.848310802818308,16.873389432278913,17.222552548248874,-16.868345723131828,2.7971235108081993,0.2789300724807317,24.030572073177936,0.019313726908772276,0.03618295588007344,0.015394473486682927,-0.8618892477408499,-0.005688526226571788,0
2021-06-14,7.459640837344101,1874.58997,1878.21265,1844.57495,1865.995,-0.005688526226571788,7.531549701875296,49.44096998674635,15.423856545405897,-6.782362144876998,22.206218690282896,31.17991449574342,15.233145563674247,24.073512728287827,-160.96969213893672,2.7995855971195702,0.07789095837394856,24.716795496522366,0.012994240835337258,0.029994744899992255,0.017944030715154203,-1.6456840079254165,-0.0039198212173880975,0
2021-06-15,7.459640837344101,1866.255,1869.66504,1851.27502,1858.69495,-0.0039198212173880975,7.527629880657908,47.026231268272255,12.232450752914474,-7.97901434989474,20.211465102809214,30.55926078203103,14.408503360641035,22.770299646785897,-169.7623357219198,2.982312150372194,-0.017548247062815214,24.264882961056486,0.008674017706890467,0.025700251595571263,0.009853969580791504,-2.0177745310550623,-0.025469603007706176,0
2021-06-16,7.459640837344101,1858.96497,1862.42505,1804.19495,1811.95251,-0.025469603007706176,7.502160277650201,35.178591559074185,5.863918798650047,-11.478037043327333,17.34195584197738,31.568822706225813,12.16320521855007,31.821221010214327,-298.1258476759334,4.556434577941116,-0.34995877695305255,26.690969892409594,-0.016048017854683676,-9.311125870087893e-05,0.03132393613635441,-3.3137493602107,-0.02155435621686408,0
2021-06-17,7.459640837344101,1812.18005,1825.58496,1766.875,1773.31494,-0.02155435621686408,7.480605921433337,28.734297417311463,-2.2746963655019954,-15.693321765983502,13.418625400481506,33.282483830953474,10.403002180286842,36.41527210108038,-331.23677468763543,6.908486018408936,-0.3198455387557262,28.97804061438033,-0.035629135310955046,-0.021206282542659355,0.032397420995777935,-3.1963463443044655,-0.0056409215510804245,0
2021-06-18,7.459640837344101,1772.72998,1797.245,1761.03503,1763.33997,-0.0056409215510804245,7.474964999882257,27.34175091565744,-9.42090589450413,-18.27162503598851,8.85071914148438,34.975478021252634,9.490747279706857,34.63625701744352,-255.28142638254147,8.795250405420395,-0.17102087568278262,29.49460699906744,-0.039507414968081765,-0.026453277385261043,0.020426105728747184,-2.6161209905414817,0.01105858783433078,1
2021-06-21,7.459640837344101,1764.44495,1786.75,1764.44495,1782.94824,0.01105858783433078,7.486023587716588,34.1024379944498,-13.348234774554385,-17.759163132831013,4.410928358276626,36.54754405510186,8.944638928292205,32.64324754605926,-185.3885010272306,9.77258215113088,0.028714132606999728,29.059994356276906,-0.02772765906860581,-0.015474385678509828,0.012641397511438335,-1.837410570837794,-0.002490996071443874,0
2021-06-22,7.459640837344101,1783.22998,1790.41504,1771.98999,1778.51245,-0.002490996071443874,7.483532591645144,33.34652319323052,-16.62693740394343,-16.830292609776045,0.20335520583261513,37.751704440229986,9.453715271121244,31.12521141912346,-147.01509410584484,10.546162606713136,0.07002118224148222,28.300355473685702,-0.028998635876250248,-0.017748602422994243,0.01033240255415628,-1.6763660437265455,0.00012257807812154908,1
2021-06-23,7.459640837344101,1778.80457,1795.18005,1773.125,1778.73047,0.00012257807812154908,7.483655169723265,33.424633982316905,-18.98884883832011,-15.35376323532218,-3.63508560299793,38.53093369478622,10.14096284268132,29.364854785138732,-120.38747226000517,11.144278180788103,0.12129970334401244,27.854262225565293,-0.02777853168535471,-0.0174558494953031,0.012398804439770433,-1.4764455639296241,-0.001996521000278584,0
2021-06-24,7.459640837344101,1779.01001,1788.55505,1772.67004,1775.18274,-0.001996521000278584,7.481658648722987,32.75202102473079,-20.905961912679913,-13.816701047745587,-7.089260864934326,39.26612939304373,9.714789881417843,28.251162503997037,-106.90728888754418,11.637217005007294,0.14774904075400913,26.999315638024914,-0.02858557117438148,-0.01922608717462536,0.008929129072185472,-1.3733270630129417,0.002900970708061834,1
2021-06-25,7.459640837344101,1775.46057,1790.59998,1773.26501,1780.33997,0.002900970708061834,7.484559619431049,34.80582039884369,-21.758326037461075,-11.735252138021398,-10.023073899439677,39.78814729993115,9.812766678245051,26.92154429344865,-89.89912970322924,11.835075775679453,0.20411436839528618,26.30900523530884,-0.024778138218773012,-0.01621644955487299,0.009763646849110191,-1.153574560334021,-0.0012167548850730014,0
2021-06-28,7.459640837344101,1781.245,1785.90002,1770.68506,1778.17505,-0.0012167548850730014,7.483342864545976,34.33181253326294,-22.350874727389964,-9.86224066236023,-12.488634065029734,40.34966478983861,9.39482864141772,26.497127646411624,-83.52746565095649,11.86290754785988,0.2232396012846824,25.51657343278678,-0.024971251260148913,-0.017242471354506093,0.008541755906683258,-1.0790106756262114,-0.009654667065225553,0
2021-06-29,7.459640837344101,1778.43994,1779.245,1750.10999,1761.08997,-0.009654667065225553,7.47368819748075,30.770367806782577,-23.92332381804772,-9.147751802414387,-14.775572015633333,41.422063106674145,8.636291648263198,30.059580925727964,-92.59661107423848,12.030454020602951,0.18008454385621134,25.775033187587724,-0.03303737400624722,-0.02642650677770752,0.016382341255786217,-1.2472600635037034,0.0049350342901473,1
2021-06-30,7.5243395993019,1761.34998,1774.71997,1752.78003,1769.80249,0.0049350342901473,7.478623231770897,34.5017572562716,-24.187653290009848,-7.529665019501209,-16.65798827050864,42.417861543735704,8.105558980305894,28.212306397244614,-81.77261263810426,11.77697190967195,0.24464771451899606,25.501097959902904,-0.027175712405979664,-0.021399589639440626,0.012456320577469905,-0.995546484824117,0.003833461307245045,1
2021-07-01,7.5243395993019,1770.06006,1783.07495,1765.47498,1776.59998,0.003833461307245045,7.482456693078142,37.33943037547707,-23.57685634308541,-5.535094458061415,-18.041761885023995,42.62241081082292,10.09012540248788,26.790033443627483,-63.128109298474584,11.783156669247235,0.2977295277793618,24.936731677052695,-0.02254080308329978,-0.01746849746743154,0.009943148482769554,-0.7885954779047823,0.00571938933294458,1
2021-07-02,7.5243395993019,1776.83496,1795.40002,1773.72998,1786.79016,0.00571938933294458,7.488176082411087,41.435656812746224,-22.01673775112954,-3.1799806928844347,-18.836757058245105,41.84254205715067,13.021629684190714,25.111429407541557,-44.586804522317664,11.36291913260384,0.3640850306261697,24.703396557263215,-0.016281037091075402,-0.01171655564337796,0.012195865394273857,-0.5298941019470925,0.002695003312664035,1
2021-07-05,7.5243395993019,1787.69495,1795.69495,1784.08667,1791.61206,0.002695003312664035,7.490871085723751,43.323700888682204,-20.158866629213662,-1.0576876567748457,-19.101178972438817,41.09577634510808,12.655995324998038,24.235401246999743,-32.76688068583185,10.605488742109946,0.4070521519282972,23.76803108888728,-0.01309896916182036,-0.008960297982275392,0.006493434464308437,-0.3623774239789739,0.0028287514120988178,1
