,Macro_Signal,open,high,low,close,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,ADX_14,DMP_14,DMN_14,CCI_20_0.015,BBB_20_2.0,BBP_20_2.0,ATRr_14,dist_ema50,dist_ema200,daily_range,z_score,target_price,signal
2011-04-22,0.013497496058471614,1507.34998,1512.94995,1502.15002,1508.13,74.48108381009024,22.13771176211253,3.7810774822975475,18.356634279814983,30.031847323337466,32.75961283044125,11.083740016467496,129.49653944429264,7.889342912299599,0.8979552653338859,16.259664476634256,0.04909856263301635,0.11644327204673163,0.007164845685008006,1.5515152518573092,7.3180420773695145,0
2011-04-25,0.013497496058471614,1511.44995,1520.09998,1503.69995,1507.25,73.82225984399933,22.413272769053265,3.2453107913906223,19.167961977662642,31.676774448888327,33.53996118020107,10.2857018843802,121.96840785110057,7.848134513246029,0.8535975170716252,16.269690585446096,0.04649657165478441,0.1145077344688219,0.010850527997966467,1.3785769118928854,7.317909409753832,0
2011-04-26,0.013497496058471614,1505.93994,1507.91003,1493.0,1507.05005,73.66282062233617,22.357795805613023,2.5518670623603015,19.80592874325272,32.07278880683363,31.331275351523903,14.334156258279819,91.57388797603886,7.577443261321723,0.8237490431634019,16.172571972199947,0.04445896966980463,0.11309328598475223,0.009900813175856142,1.2622061372169449,7.330994828287901,1
2011-04-27,0.013497496058471614,1506.58997,1530.40002,1503.30005,1526.90002,78.60338009361743,23.643014642739672,3.069668719589558,20.573345923150114,33.291581382123056,37.2295743758651,12.697476260664073,123.52358843459506,7.643109954171417,0.9501330804000285,16.95310040275709,0.055805582189057776,0.12632252447232462,0.0179876214096925,1.7549418249817783,7.336578744103792,1
2011-04-28,0.013497496058471614,1527.51001,1538.84998,1524.25,1535.44995,80.31616915867258,25.06256211179607,3.5913729509167602,21.47118916087931,34.68242316001181,38.51237191109645,11.908580246217713,139.63097385536287,7.861242154166279,0.9651185480874833,16.785020373988722,0.05915413365439434,0.13113665074340394,0.009558025744132413,1.813365933665939,7.356024403307211,1
2011-04-29,0.013497496058471614,1536.94995,1571.30005,1533.0,1565.59998,84.90499717609497,28.29426053214729,5.4584570970143815,22.83580343513291,36.74241106301252,45.412740549226555,10.130452494343281,179.12147634852505,8.5671721669675,1.1074954705315447,18.3218082044181,0.07657618704251212,0.15159045138360314,0.024919516735076544,2.368453366669568,7.3427791893318455,-1
2011-05-02,0.013828784543988603,1567.79004,1576.29004,1540.89001,1545.0,72.47321436036653,28.860473020660265,4.819735668421885,24.04073735223838,38.7499629634823,41.36054723609978,8.819634136649604,155.01657293600093,8.541602351860202,0.9032819924441001,19.54168118981681,0.0598168445838491,0.13489723296461323,0.022579573218873116,1.5722826573269781,7.33747710631898,-1
2011-05-03,0.013828784543988603,1545.33997,1551.80005,1527.95996,1536.82996,68.2076609298105,28.323451431652757,3.4261712635315007,24.897280168121256,39.5297866040541,37.812136896239174,12.716051827957967,106.51271345550374,8.454826882906774,0.8078930173285536,19.848710390544195,0.051975998784005634,0.12744983175664584,0.015427084306892123,1.2003879680416452,7.323797551145453,-1
2011-05-04,0.013828784543988603,1537.09998,1543.45996,1506.5,1515.94995,58.698992331727105,25.914291822810583,0.8136093237514572,25.100682499059126,38.74298096643843,33.074620605958714,18.397576897181473,57.926965311760426,8.12309246386925,0.6245933957755562,21.070942505505318,0.036152209964318394,0.11089236356718384,0.024045254362699237,0.48575448213829525,7.295497609007474,-1
2011-05-05,0.013828784543988603,1516.79004,1523.68994,1464.40002,1473.65002,45.009571775377914,20.357100655509157,-3.794865474839977,24.151966130349134,36.049603323585806,27.18950664201297,27.758600876286863,-39.333693528932166,7.883404216324116,0.2645662567982776,23.800869469397792,0.00695429232752813,0.07903705047441786,0.039089075242081585,-0.9178897107263008,7.310048695924666,1
2011-05-06,0.013828784543988603,1474.65002,1498.58997,1471.05005,1495.25,51.260364277592565,17.494261528358038,-5.3261636815928775,22.820425209950916,33.548609798079795,24.967235920254968,25.48981656855617,-40.56931200554144,7.723912729215989,0.4373049808455954,24.06794450729795,0.02084442719903025,0.093820643041313,0.01867556343979159,-0.2444301832567357,7.3218827932147885,1
2011-05-09,0.013828784543988603,1493.26001,1514.31006,1489.98999,1513.05005,55.7266165508345,16.471878605053462,-5.078837283917963,21.550715888971425,31.73184316246526,27.828429555292182,23.651418089366597,4.989265503182765,7.349231184805119,0.5727041321397666,24.085953471062382,0.03166199560083712,0.10566648041556409,0.016286560838122216,0.2834528895936482,7.3236458327813105,0
2011-05-10,0.013828784543988603,1513.03003,1519.65002,1506.17004,1515.71997,56.37239574105822,15.69613769813327,-4.683662552670526,20.379800250803797,30.255301600043694,28.314867408943112,22.67522946355343,23.26351125382293,6.649658635708632,0.5758390039557917,23.328383937415072,0.032127238868422094,0.10643274188556935,0.008909261371368861,0.2956748699489017,7.313387039869622,-1
2011-05-11,0.013828784543988603,1513.25,1526.80005,1496.15002,1500.25,51.66963748938352,13.67541843831691,-5.3635054499895105,19.03892388830642,28.401481395968005,25.71587938949246,23.59463062732787,-7.546216885913399,5.924247202602045,0.3883484950337503,23.85135865617114,0.020728649564184874,0.09410434777171146,0.020254439121096986,-0.43529770287778063,7.315118571065334,0
2011-05-12,0.013828784543988603,1500.25,1508.30005,1479.30005,1502.84998,52.38852838965676,12.143794420645236,-5.516103574128948,17.659897994774184,26.805074749418047,23.516434898884913,26.546114423628506,-59.005238756735075,5.542013369471264,0.3951118954121507,24.219118752158916,0.02159629161381712,0.09495453291934804,0.019330111648058656,-0.4089291138538317,7.309580470624591,-1
2011-05-13,0.013828784543988603,1506.41003,1516.93005,1483.03003,1494.55005,49.83988500835845,10.143310595738512,-6.013269919228538,16.15658051496705,24.929476832869405,23.705087680379837,23.96570577582121,-58.40118230781637,5.431099652237358,0.2870267010613923,24.910611698433282,0.015318985974799918,0.08794487477993708,0.022503846446110053,-0.8303227782760535,7.306330002821742,0
2011-05-16,0.013828784543988603,1493.75,1504.90002,1487.89001,1489.69995,48.35936457895338,8.073484116443979,-6.466477118818458,14.539961235262437,23.187850196074233,22.52208580460529,22.76969775976467,-77.06979637234309,5.503889215095847,0.23500335076454942,24.346283005688047,0.011547104719952662,0.08350420420453221,0.011387454393305416,-1.0331471368645684,7.304415053677307,0
2011-05-17,0.013828784543988603,1491.19995,1499.59998,1473.5,1486.84998,47.46707842555089,6.1324716427354815,-6.725991674021564,12.858463316757046,22.21868129947165,20.80631481082966,25.235279351364,-105.60809796929284,5.6123028117256,0.2113146878621554,24.471547076710326,0.009231480137407802,0.08055580077186816,0.017502669578281546,-1.1255025471098221,7.311218384419629,1
2011-05-18,0.013828784543988603,1486.30005,1501.59998,1486.30005,1497.0,50.93901008123204,5.351537862562054,-6.005540363355994,11.357078225918048,21.21326493901272,20.451412296782546,24.07732128227821,-67.91926073488767,5.65165988322239,0.33525860191887585,23.81643157123101,0.015479042179420519,0.0869811913222772,0.010293971261051834,-0.6422802108692085,7.308944578837047,0
2011-05-19,0.013828784543988603,1498.30005,1501.51001,1488.40002,1493.59998,49.75281390763661,4.407482304163295,-5.559676737403803,9.967159041567099,20.279664032872287,19.620615260734446,23.099229067079868,-65.85965188516255,5.731963861829571,0.30444785750373116,23.051685744714504,0.012649553907992583,0.08360119381004472,0.008749909605889637,-0.7624026066391658,7.322213196960264,1
2011-05-20,0.013828784543988603,1495.5,1517.55005,1488.94995,1513.55005,56.198156965655464,5.209068492834831,-3.806472438985814,9.015540931820645,19.109553869598393,22.797408879568977,21.086750903558084,-16.004040125111594,5.7315092041710045,0.5317299502055491,23.44800104866348,0.025123270284230198,0.09700436169795544,0.01912410565028426,0.12370611968980687,7.324621776859299,0
2011-05-23,0.013828784543988603,1512.59998,1518.01001,1504.05005,1517.19995,57.27787017102193,6.068889370081024,-2.3573212493916973,8.426210619472721,18.046545109597712,21.94336683673972,20.163334974616586,9.380393335171702,5.736757265387481,0.5680505408019715,22.770283830901796,0.026484506639368063,0.09856050224263255,0.009229115552414532,0.2653098504999394,7.330667313796748,1
2011-05-24,0.013828784543988603,1518.69995,1529.44995,1515.0,1526.40002,59.95725283293087,7.407285791056211,-0.8151398627332078,8.222425653789418,17.634557943972652,24.606846034836988,19.22487022427566,46.62401988697807,5.791133032657785,0.6613718082140567,22.175974271551663,0.0313859897769195,0.10406606547176481,0.009514683924233977,0.6291431310849447,7.330372413141393,0
2011-05-25,0.013828784543988603,1527.68994,1534.09998,1523.06006,1525.94995,59.75979944235218,8.335570442349763,0.09051583084827541,8.245054611501487,17.474392585472234,25.252778443574496,18.515810854052695,59.815098365451725,5.783170565612618,0.6569959004027202,21.380541823583684,0.029826625441429586,0.10260236897103919,0.007226544936206059,0.6120827016813694,7.325840451361712,0
2011-05-26,0.013828784543988603,1524.26001,1531.69995,1515.39001,1519.05005,56.67813171351132,8.417447357837773,0.13791419706902808,8.279533160768745,16.836824884481445,23.85307911933117,20.096107199313707,41.52349949826265,5.630966695761453,0.5898881021132452,21.01835597904198,0.024159142880197215,0.09655163078078095,0.010700234797867504,0.35044833813719556,7.337360014292107,1
2011-05-27,0.013828784543988603,1523.58997,1540.09998,1520.0,1536.65002,62.05343488267355,9.789656823159476,1.208098929912584,8.581557893246892,16.671856329043067,25.00126291846633,18.658668879983317,94.71265707485085,4.852935046245751,0.864336946674024,21.020611266253262,0.03456363961520222,0.10805186755936244,0.013192512681085686,1.4204469165789346,7.338530662546222,0
2011-05-30,0.013828784543988603,1537.23999,1540.0,1534.39001,1538.44995,62.5650012454732,10.896770827919681,1.852170347738232,9.04460048018145,16.518671241850285,24.498330213428073,18.283325648610315,129.15790924242125,4.700274025667684,0.9062341200208177,19.919852604378022,0.03432434407635474,0.108144041790569,0.003649391140286381,1.5837921694749424,7.336513634033247,0
2011-05-31,0.01571443415844833,1539.94995,1542.5,1534.26001,1535.34998,61.03876484936285,11.392697061530043,1.8784772650788746,9.514219796451169,16.511156981333066,24.678473742645387,17.719495160101744,129.11369456354453,4.671118216926565,0.8658760423220966,19.085576704065307,0.030936750031180883,0.10474690747676131,0.005350816758687537,1.4264474160824365,7.3399921051349475,0
2011-06-01,0.01571443415844833,1535.15002,1550.64001,1529.55005,1540.69995,62.728600945323045,12.078190184028017,2.0511763100614786,10.027013873966538,16.932994888290356,25.768853745157408,16.331307815531716,129.36588875248722,4.993341457749106,0.8964994644006617,19.228746939489216,0.03313013561233059,0.10739981542578793,0.013738044963188692,1.5458394949360643,7.3355688037927225,0
2011-06-02,0.01571443415844833,1542.48999,1546.16003,1521.59998,1533.90002,59.21325110513056,11.935169693859507,1.5265246559143737,10.408645037945133,16.710545839404176,23.463547702170587,17.76613777298039,91.41099814911776,4.609809730760824,0.7880203698359752,19.609554300954276,0.027419253860616884,0.10138882836785461,0.015922339956319618,1.1229101247628301,7.341159755779543,1
2011-06-03,0.01571443415844833,1535.73999,1547.45996,1525.89001,1542.5,62.10563086681647,12.373141564025218,1.5715972208640672,10.80154434316115,16.579190786007608,22.103249327988692,16.380160184442495,99.82121356892269,4.739662311503012,0.866492173719473,19.749582565171814,0.031837007879256425,0.10637974223836026,0.014045313751320518,1.428849538490277,7.342131730584722,0
2011-06-06,0.01571443415844833,1544.58997,1555.30005,1542.19995,1544.0,62.603760817373576,12.694935575533691,1.514712985898031,11.18022258963566,16.904241938300018,23.93561539749479,15.584955544045185,119.01038554163222,4.990969259157279,0.847056526404733,19.274619524802407,0.031511972615182335,0.10627279995343197,0.008481279986558576,1.3530754355562804,7.342293634576008,0
2011-06-07,0.01571443415844833,1543.55005,1550.5,1536.69995,1544.25,62.69178578384249,12.82232478027072,1.3136817525080478,11.508643027762671,16.75081595021853,22.686182558870726,16.851841736552633,94.03493942109337,5.210541094825959,0.8172562198957765,18.883578844459382,0.030398913649257266,0.10528118504036765,0.008940461632585257,1.2368924519742523,7.337945551996369,0
2011-06-08,0.01571443415844833,1545.75,1548.08997,1532.76001,1537.55005,58.70374162255273,12.241538832070091,0.5863166434459348,11.655222188624156,16.28859593250397,21.352761202434767,17.37196200526867,71.03819118567046,5.175073105998663,0.7102264602167346,18.629748926997998,0.024886276677844016,0.0993865333669384,0.009917489891638381,0.8196136294278719,7.342358375883191,0
2011-06-09,0.01571443415844833,1538.80005,1551.30005,1534.90002,1544.34998,61.388374860053524,12.18944694864149,0.42737980801386577,11.762067140627623,16.071483265435855,21.239925094275197,16.270201453496636,80.39258268801966,5.211044246604243,0.768022610760032,18.470483289355286,0.02823265843802176,0.1031044022463227,0.010657674465243235,1.0449445067347236,7.334264087074333,-1
2011-06-10,0.01571443415844833,1545.59998,1546.98999,1527.73999,1531.90002,54.4136039574441,11.016563940842389,-0.5964025598281886,11.612966500670577,15.274175192815044,19.663511407379023,17.823223757441983,44.98361752952211,4.931192179443356,0.5924895333486283,18.52616305440134,0.019146369312658115,0.09318681083959032,0.012454710306090973,0.36059058423857226,7.323322508402913,-1
2011-06-13,0.01571443415844833,1530.5,1533.06006,1511.60999,1515.22998,46.75385395001787,8.64228985848331,-2.376541313749815,11.018831172233124,14.968367377779272,18.055431072369547,22.515319196280085,-27.27033602045112,4.4968792547691,0.33984930656520007,18.73501355051554,0.007737713065180664,0.08041691026376249,0.014015073505390458,-0.6243823492350153,7.329159337769306,1
2011-06-14,0.01571443415844833,1516.72998,1527.80005,1513.94995,1524.09998,50.728297513005266,7.3911943254840935,-2.9021094773992253,10.293303802883319,14.684402978103197,17.08392990646807,21.303846661387052,-30.732022391528915,3.8261711942525403,0.43185884302175725,18.386091154050153,0.013095122052186454,0.08580440152590349,0.009131552868757898,-0.2656631373937109,7.333480393432867,0
2011-06-15,0.01571443415844833,1523.75,1534.25,1514.35999,1530.69995,53.50903348674226,6.853254471134733,-2.7520394653988696,9.605293936533602,13.900014344395592,18.262704045091922,19.667235326941725,-17.61385899310649,3.33670539521896,0.5182383454565839,18.49351392876086,0.016785148784514745,0.0895251903846056,0.013053328958162478,0.0711061609419617,7.332271084699373,0
2011-06-16,0.01571443415844833,1530.08997,1532.80005,1522.40002,1528.84998,52.61271915239728,6.206115901816702,-2.7193424277735208,8.925458329590223,13.17165347023853,17.505444186302125,18.851736821917864,-21.974885474125617,2.53715611859372,0.43099080754401814,17.91540793384937,0.014937122029915423,0.08725413616840774,0.006797005538177611,-0.2690473627079203,7.339212967364555,1
2011-06-17,0.01571443415844833,1528.84998,1542.15002,1522.5,1539.5,57.070879152857444,6.477947781674857,-1.9580084383322927,8.43595622000715,12.702913400410377,19.845629953170274,17.384951901670455,20.692658379103477,2.3295742436870275,0.6868190813070343,18.039308795717275,0.0211259478643096,0.09379592047055668,0.012852811104461695,0.7283548660743224,7.339829828057452,0
2011-06-20,0.01571443415844833,1538.90002,1546.40002,1533.23999,1540.44995,57.45535913307009,6.6928781971571425,-1.394462418280007,8.08734061543715,12.577296613522513,20.507115896676915,16.461200442632435,62.390612269424444,2.1665219825107,0.6943313298279757,17.69078888173747,0.020885038161332525,0.09344300267444201,0.008551582187905882,0.7576430026346033,7.343555554549031,0
2011-06-21,0.01571443415844833,1540.44995,1548.40002,1538.55005,1546.19995,59.80215997326025,7.2436883153025065,-0.6749218401077144,7.918610155410221,12.606851845664519,20.498799695643694,15.785129150070484,97.88000230630705,2.220720279971616,0.8291063942637932,17.13073039018479,0.02370425662184694,0.09646047344504222,0.006394216183394978,1.2830929369803277,7.3445898791402735,0
2011-06-22,0.01571443415844833,1548.44995,1559.75,1543.09998,1547.80005,60.45585847369225,7.720328854415811,-0.15862504079552853,7.87895389521134,13.399744879223984,23.814839733792272,14.687058339391152,140.7519086112001,2.2636705488698707,0.8372303428987514,17.096393933743023,0.02376944042342361,0.09653031989313955,0.01075270143539353,1.3147659196254198,7.3270246549161575,-1
2011-06-23,0.01571443415844833,1549.29004,1550.84998,1514.69995,1520.84998,46.685279747224506,5.855921084724969,-1.6184262483890972,7.474347333114066,12.951095528674042,20.48319626494068,23.622960979294387,-76.80247023225952,2.2195221513302696,0.05084954062695752,18.45736793847567,0.005709297758722377,0.07660814024549052,0.023333287548921448,-1.7511108629542063,7.314652707496176,-1
2011-06-24,0.01571443415844833,1522.69995,1527.41003,1500.41003,1502.15002,39.89486550768492,2.8367339023775457,-3.710090744589216,6.546824646966762,13.323738039010932,18.411441122291855,26.586754016496034,-217.43818957757549,2.9437002413727575,-0.21484350582427217,19.067555942870268,-0.006397257331751467,0.06270037009937246,0.01773166144781183,-2.7869730559965604,7.311218384419629,0
2011-06-27,0.01571443415844833,1500.5,1507.29004,1492.30005,1497.0,38.24501694708244,0.028118601081359884,-5.214964836708322,5.243083437789682,14.065949257115054,17.361533601373917,28.155839954171455,-233.15439547750142,3.6217092834988582,-0.13725866762989533,18.77630123266525,-0.00942291897580076,0.05843500374496086,0.00998999666777743,-2.484491671134227,7.313886831633462,0
2011-06-28,0.01571443415844833,1496.69995,1506.56006,1496.0,1501.0,40.309760677774165,-1.8535955933939476,-5.677343224946904,3.8237476315529566,14.755145388211739,16.64157517267993,26.988256792603252,-174.00914595033407,4.034087061979532,0.019836580759620002,18.18942685890345,-0.006512087998292711,0.0606166188740587,0.007055562472625206,-1.8720216396945106,7.321221658043476,1
2011-06-29,0.01571443415844833,1501.80005,1513.18994,1500.5,1512.05005,45.709885992089646,-2.425264029596292,-4.999209328919399,2.573945299323107,14.861527594903476,18.4549522377296,25.613679478326862,-113.83233037172955,4.123318896587151,0.2277520970510321,17.796606368981774,0.0007702975766173119,0.06769772411437787,0.00844981993441802,-1.061417728339642,7.3132870382024,-1
2011-06-30,0.014224946850111176,1512.05005,1514.20996,1498.69995,1500.09998,41.35279821118797,-3.798796006340808,-5.098193044531133,1.2993970381903241,15.064101926930817,17.295470502468756,24.733592632856862,-118.06980619797503,4.435649523964634,0.09521476131710947,17.633278056911642,-0.006860973566181295,0.05863524947347283,0.01025760357601917,-1.5781433901026143,7.304179642438152,-1
2011-07-01,0.014224946850111176,1502.83997,1504.18994,1480.01001,1486.5,37.02708075954965,-5.916532614829066,-5.7727437224155125,-0.14378889241355397,16.20734292766721,15.645184142351582,29.74888286954867,-156.48755525455948,4.9222245669767535,-0.009343912044101248,18.100896052846526,-0.015252159991853921,0.04852599635203289,0.016089490885712876,-1.985788144589729,7.310516702092409,1
2011-07-04,0.014224946850111176,1486.5,1497.06006,1485.91003,1495.94995,41.59852070259762,-6.754460925014428,-5.288537626080699,-1.4659232989337287,17.26892385692243,14.937389431741495,28.403030896823935,-125.52088824846139,5.048029285119316,0.15679961999156483,17.604405620500348,-0.00864236187720717,0.05461250380600543,0.007500861083081073,-1.3380414092009993,7.324028468781898,1
2011-07-05,0.014224946850111176,1496.05005,1517.08997,1493.0,1516.30005,50.01384147317472,-5.710613750088214,-3.3957523609235882,-2.314861389164626,16.681737785527453,21.433407007544893,25.698007691515997,-53.28898602392729,4.884387871890079,0.4377227929575445,18.06766021903604,0.004652708904194011,0.06822591429297774,0.016102382403583353,-0.2428012517647613,7.332696163590958,1
2011-07-06,0.014224946850111176,1517.64001,1535.44995,1511.89001,1529.5,54.585098351552055,-3.774719083122136,-1.1678861551660078,-2.606832927956128,15.951939927306938,26.583657256583763,23.35531833556564,21.596201433599564,4.812151632815298,0.6226734493880859,18.459965917676314,0.012866385519062383,0.07669465697874418,0.015524063575524652,0.4782691531016016,7.334688326330904,0
2011-07-07,0.014224946850111176,1530.09998,1536.19995,1524.81006,1532.55005,55.59558680646033,-1.9716669185975206,0.508132807486886,-2.4797997260844067,15.315821928464233,25.677481367937244,22.297057238180276,50.70263332724039,4.656789527988296,0.6782428698316176,17.954960494985144,0.014294074719850412,0.07799606341703175,0.007443886117820826,0.6949186382709343,7.342293634576008,1
2011-07-08,0.014224946850111176,1533.84998,1547.30005,1526.19995,1544.25,59.333518073091206,0.39677927205411834,2.30126319851082,-1.9044839264567017,15.323937682189685,27.91001579100435,20.448557535190407,85.72163801684171,4.815817511250523,0.8236307480282916,18.179613316771928,0.02115500380647806,0.08529466259953916,0.013756299687144183,1.2617449378753818,7.348651866052381,1
2011-07-11,0.014224946850111176,1544.05005,1557.08997,1541.90002,1554.09998,62.21712588649211,3.033631196102533,3.9504920980473877,-0.9168609019448548,15.808096767712778,30.116716617128695,19.213639886946453,121.91561451080439,5.16322282110102,0.9020488583860007,17.9660659370025,0.02655457957739708,0.0912159191440632,0.009837731620163447,1.5674750157014299,7.357045834726298,1
2011-07-12,0.014224946850111176,1555.59998,1574.95996,1542.30005,1567.19995,65.70055020803792,6.109981379375768,5.621473825056498,0.48850755431926984,17.004794545873676,33.13449689721974,16.856496714341496,143.1427638642348,5.75612964524777,0.9848399376464968,19.015626227216597,0.033780377811564864,0.0993157258739361,0.02099505683974093,1.8902540649561577,7.366603163655415,1
2011-07-13,0.014224946850111176,1566.94995,1587.95996,1564.34998,1582.25,69.21242625324362,9.651171621206686,7.330131253509933,2.321040367696753,18.57451034383743,35.04612949878364,15.386916699555067,175.29746856428923,6.619639412915906,1.0442548088254602,19.34379435384398,0.041922029735437225,0.10866056125451613,0.01506747551190129,2.1218958771180296,7.369758238050559,0
2011-07-14,0.014224946850111176,1582.25,1594.66003,1579.30005,1587.25,70.30040230689681,12.714483957442098,8.314754871796275,4.399729085645823,20.25080888385166,35.539700289411705,14.50117166735306,171.72592769355498,7.441149048134,1.0015125871051416,19.059236185712262,0.043364551953637254,0.11092413412417713,0.009707682098277737,1.955256019138763,7.374064580093337,0
2011-07-15,0.014224946850111176,1588.75,1595.65002,1577.81006,1594.09998,71.77212517114442,15.516057737028632,8.893062921106248,6.622994815922384,21.6868924893204,33.15264122170168,14.08815517724682,150.97653111326582,8.263968848342424,0.9832978010674902,18.972145029589957,0.0459040061714129,0.11443527755898304,0.011228928402832428,1.88424170972129,7.381128238155431,1
