,Macro_Signal,open,high,low,close,volume,actual_close,ln_close,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,ADX_14,DMP_14,DMN_14,CCI_20_0.015,BBB_20_2.0,BBP_20_2.0,ATRr_14,dist_ema50,dist_ema200,daily_range,z_score,Dollar Index,VIX,target_return_1d,target_return_2d,target_return_3d,target_return_4d,target_return_5d
2016-02-01,6.967973617033127,1138.3121132162623,1145.7450888692435,1130.798082681105,1142.176700679407,1682,1127.9000244140625,7.028112797291462,94.78759806837125,12.901300775589561,3.7316136302935394,9.169687145296022,62.21143147526365,20.74625073141707,1.0670824518135968,143.3912068446069,6.627147816011303,0.9531611512598379,12.422325557657242,0.03370219868500596,0.007634769810812444,0.013130850506287216,1.7667474185545988,115.3331,0.012586216951207265,0.0035177835887241216,0.00703680079750324,0.012208101675555305,0.01915200754258617,0.027088643470216667
2016-02-02,6.967973617033127,1142.9653647888315,1150.8098212869593,1134.631584144871,1146.2017065315258,1230,1127.300048828125,7.027580715364709,95.3066167836789,13.796241839677805,3.701243755505425,10.09499808417238,64.29962129054597,21.707791505728107,0.9699154473658491,142.47884912679564,6.874650662899728,0.9472789744326713,12.690604956545165,0.03582796486705509,0.011073120357974467,0.014154617139319155,1.7438144714209263,115.553,0.013846098527904688,0.0035190172087791183,0.008690318086831184,0.015634223953862048,0.023570859881492545,0.03293584821874962
2016-02-03,6.967973617033127,1147.8406792700318,1156.2311221094528,1138.5509797884847,1150.2423153778411,1630,1141.300048828125,7.0399232853424545,95.76275235900876,14.662512133017799,3.6540112390763344,11.008500893941465,66.31598442648486,22.574620405080093,0.8760337530821947,141.88350614412488,7.09104219710103,0.9421337623820734,13.047000482575376,0.037872632435158024,0.014489615883676747,0.01540295847696545,1.7237547419338763,114.6144,0.013638218067749614,0.005171300878052065,0.01211520674508293,0.020051842672713427,0.0294168310099705,0.03683963614639385
2016-02-04,6.967973617033127,1153.6037243188428,1162.7300809980188,1144.273491814519,1156.205971112219,771,1157.5999755859375,7.0541041542270335,96.3297191991817,15.649852995408082,3.7130816811732945,11.936771314234788,68.26327237685386,23.81484147293514,0.7900614990517756,146.33787387140617,7.338592464084718,0.9561096268364776,13.433399675498546,0.04148709129870495,0.019549081838943126,0.01599907212019245,1.7782426925850787,113.6012,0.01375790681753587,0.006943905867030864,0.014880541794661362,0.024245530131918436,0.031668335268341785,0.03691092126949158
2016-02-05,6.967973617033127,1160.3332306820905,1170.3891585222393,1151.9671384325973,1164.262496041565,877,1157.800048828125,7.054276973818098,96.92778076143205,16.887750497395245,3.960783346528366,12.92696715086688,70.14086360259782,25.509634167900302,0.7146713918650659,154.5052126745626,7.681571762533525,0.9837800549418048,13.789729705080225,0.04674335611559157,0.02638116773573637,0.015876490996308744,1.8861218814552656,114.2935,0.014728015631592886,0.007936635927630498,0.017301624264887572,0.02472442940131092,0.029967015402460717,0.0337930248267968
2016-02-08,6.967973617033127,1167.7109381469097,1178.928075455129,1160.8344116592868,1173.5395893557873,931,1197.9000244140625,7.088325323118004,97.44421969064173,18.40521324342103,4.382596874043321,14.02261636937771,71.94418517819956,27.49751748262121,0.6491514584265764,162.5841231154048,8.153796708124696,1.010079290674305,14.097153568706071,0.05280979609830481,0.03420395456354869,0.015494985278253609,1.9886551782993958,114.4351,0.01637846049706651,0.009364988337257074,0.016787793473680424,0.02203037947483022,0.025856388899166305,0.027292363571918443
2016-02-09,6.967973617033127,1175.9351979103174,1188.5700424945346,1171.3715977090262,1184.5813964207518,700,1198.699951171875,7.08899287447882,97.89728438465465,20.265190451405033,4.994059265621857,15.271131185783176,73.67058549568911,29.94827392180713,0.5934579771788285,170.78526467277086,8.803533337035404,1.035752642042843,14.318674369906237,0.06010838885631553,0.04347858691357181,0.01462533379056151,2.0887483286718562,114.127,0.016718628522774812,0.007422805136423349,0.012665391137573145,0.01649140056190923,0.01792737523466137,0.02140150908474059
2016-02-10,6.967973617033127,1183.2569931379178,1199.8856952675667,1179.2818572957403,1193.4070282443536,671,1194.699951171875,7.085650345952561,98.17566090421383,22.195534216222313,5.539522424351308,16.656011791871006,75.31975065726168,32.43690436112393,0.5343154726726199,171.66274484076317,9.505024076311846,1.0308817405143809,14.767614627186246,0.0651659241901802,0.05071709898136451,0.01741281741102274,2.069758058483161,114.2877,0.016561143325687637,0.005242586001149796,0.009068595425485881,0.01050457009823802,0.01397870394831724,0.019551412407328606
2016-02-11,6.967973617033127,1189.5236958574785,1212.986183450585,1184.1897988594906,1199.6799961435966,995,1247.9000244140625,7.129217437077926,98.3435218672087,23.955378944537642,5.839493722133309,18.115885222404334,76.89081629227451,34.13991696300244,0.4646231264956131,166.98799622961963,10.140034858076179,1.006130706214999,15.76966962460826,0.06780156551030193,0.05564929447962874,0.024208332033550908,1.9732607620282079,114.1845,0.017726533784132758,0.0038260094243360854,0.005261984097088224,0.008736117947167443,0.01430882640617881,0.018846203176017262
2016-02-12,6.967973617033127,1195.7489740998565,1218.3032813293285,1188.5890302886012,1204.2787749907584,250,1239.0999755859375,7.122140568919386,98.45570523838603,25.42803305345251,5.84971826483854,19.57831478861397,78.36303681374581,32.0832862309162,0.40580440291605563,154.14515553925548,10.656150495231394,0.9751392277480875,16.765711154331047,0.06888120150506119,0.05906688025892198,0.02484990719987509,1.8524337352047824,114.2992,0.016000496024057283,0.0014359746727521383,0.004910108522831358,0.010482816981842724,0.015020193751681177,0.01943954152893479
