,Macro_Signal,open,high,low,close,volume,actual_close,ln_close,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,ADX_14,DMP_14,DMN_14,CCI_20_0.015,BBB_20_2.0,BBP_20_2.0,ATRr_14,dist_ema50,dist_ema200,daily_range,z_score,Dollar Index,VIX,target_return_1d,target_return_2d,target_return_3d,target_return_4d,target_return_5d
2016-02-01,6.966360001767309,1138.3121132162623,1145.7450888692433,1130.798082681105,1142.176700679407,1682,1127.9000244140625,7.028112797291462,94.78759806837128,12.901300775589561,3.7316136302935536,9.169687145296008,62.2114314752632,20.746250731416627,1.067082451813587,143.39120684460664,6.627147816039232,0.9531611512579313,12.422325557657354,0.03370219868500596,0.007634769810812242,0.013130850506287017,1.7667474185471732,115.3331,0.012586216951207265,-0.013110392023264694,-0.0007678220455193951,0.013413046839059639,0.01358586643012405,0.047634215730029794
2016-02-02,6.966360001767309,1142.9653647888315,1150.809821286959,1134.631584144871,1146.2017065315258,1230,1127.300048828125,7.027580715364709,95.30661678367892,13.796241839678032,3.701243755505619,10.094998084172413,64.29962129054555,21.70779150572773,0.9699154473658426,142.47884912679746,6.874650662926349,0.9472789744309391,12.690604956545252,0.03582796486705509,0.011073120357974264,0.014154617139318957,1.7438144714141717,115.553,0.013846098527904688,-0.004285605634243517,0.009895263250335518,0.010068082841399928,0.04411643214130567,0.044783983502122204
2016-02-03,6.966360001767309,1147.8406792700318,1156.2311221094524,1138.5509797884847,1150.2423153778411,1630,1141.300048828125,7.0399232853424545,95.76275235900876,14.662512133018026,3.6540112390764907,11.008500893941536,66.31598442648446,22.57462040507968,0.8760337530821914,141.88350614412525,7.091042197126597,0.9421337623804822,13.047000482575424,0.037872632435158024,0.014489615883676544,0.015402958476965052,1.7237547419276775,114.6144,0.013638218067749614,0.006376246041556399,0.00654906563262081,0.040597414932526554,0.041264966293343086,0.03792243776708393
2016-02-04,6.966360001767309,1153.6037243188428,1162.7300809980181,1144.273491814519,1156.205971112219,771,1157.5999755859375,7.0541041542270335,96.3297191991817,15.64985299540831,3.713081681173419,11.93677131423489,68.2632723768535,23.814841472934724,0.7900614990517758,146.3378738714065,7.338592464109148,0.9561096268349594,13.433399675498542,0.04148709129870495,0.01954908183894292,0.015999072120191856,1.778242692579163,113.6012,0.01375790681753587,0.0013777647545687444,0.03542611405447449,0.03609366541529102,0.03275113688903186,0.07631822801439725
2016-02-05,6.966360001767309,1160.3332306820905,1170.3891585222386,1151.9671384325973,1164.262496041565,877,1157.800048828125,7.054276973818098,96.92778076143206,16.887750497395473,3.9607833465284656,12.926967150867007,70.14086360259748,25.509634167900025,0.7146713918650687,154.50521267456207,7.681571762556577,0.9837800549403557,13.789729705080171,0.04674335611559157,0.026381167735736167,0.015876490996308154,1.8861218814496148,114.2935,0.014728015631592886,0.028482208187443625,0.029149759548260157,0.025807231022000998,0.06937432214736639,0.062297453988826135
2016-02-08,6.966360001767309,1167.7109381469097,1178.9280754551287,1160.8344116592868,1173.539589355787,931,1197.9000244140625,7.088325323118004,97.44421969064172,18.405213243421258,4.382596874043401,14.022616369377857,71.94418517819925,27.497517482621223,0.6491514584265794,162.5841231154054,8.153796708146132,1.0100792906729643,14.097153568706005,0.0528097960983046,0.034203954563548286,0.015494985278253414,1.9886551782941666,114.4351,0.01637846049706651,0.02121312362062966,0.0178705950943705,0.06143768621973589,0.05436081806119564,0.028858862965031484
2016-02-09,6.966360001767309,1175.9351979103174,1188.5700424945342,1171.3715977090262,1184.5813964207518,700,1198.699951171875,7.08899287447882,97.89728438465465,20.26519045140526,4.994059265621923,15.271131185783338,73.67058549568881,29.948273921807107,0.5934579771788324,170.78526467277126,8.803533337054983,1.0357526420416538,14.318674369906143,0.06010838885631553,0.0434785869135716,0.014625333790561123,2.08874832866722,114.127,0.016718628522774812,0.008505606757113426,0.05207269788247881,0.04499582972393856,0.01949387462777441,0.02213955717297189
2016-02-10,6.966360001767309,1183.2569931379178,1199.885695267566,1179.2818572957403,1193.4070282443536,671,1194.699951171875,7.085650345952561,98.17566090421383,22.19553421622254,5.539522424351361,16.65601179187118,75.31975065726138,32.43690436112393,0.5343154726726248,171.66274484076206,9.50502407632974,1.0308817405133837,14.76761462718611,0.0651659241901802,0.050717098981364304,0.017412817411022165,2.069758058479279,114.2877,0.016561143325687637,0.044649892746055464,0.037573024587515214,0.01207106949135106,0.014716752036548542,0.027026114994503025
2016-02-11,6.966360001767309,1189.5236958574785,1212.9861834505843,1184.1897988594906,1199.6799961435966,995,1247.9000244140625,7.129217437077926,98.3435218672087,23.95537894453787,5.839493722133351,18.11588522240452,76.89081629227422,34.139916963002555,0.46462312649561827,166.9879962296198,10.14003485809268,1.0061307062141773,15.769669624608087,0.06780156551030193,0.055649294479628526,0.024208332033550335,1.9732607620250058,114.1845,0.017726533784132758,0.03233043858636542,0.006828483490201265,0.009474166035398746,0.02178352899335323,0.025284488260736815
2016-02-12,6.966360001767309,1195.7489740998565,1218.3032813293282,1188.5890302886012,1204.2787749907584,250,1239.0999755859375,7.122140568919386,98.45570523838602,25.42803305345251,5.8497182648383905,19.57831478861412,78.36303681374555,32.08328623091651,0.40580440291605996,154.1451555392556,10.656150495246868,0.9751392277473994,16.76571115433087,0.06888120150506119,0.05906688025892177,0.024849907199874902,1.8524337352021012,114.2992,0.016000496024057283,0.0030024740658651794,0.00564815661106266,0.017957519569017144,0.02145847883640073,0.004326190292725407
2016-02-16,6.966360001767309,1201.468230617936,1215.0859748981916,1191.3386783046012,1206.00933103053,422,1207.9000244140625,7.096638613823222,98.49695695481165,26.430093785222653,5.481423197286826,20.948670587935826,79.73009872654033,28.931087412574456,0.36593391863514024,134.06876134098673,10.978380624023595,0.9327234748102942,17.264395828563693,0.06746941795425156,0.05994975051272651,0.019765230564088007,1.6870666868588247,114.4905,0.015187872407087445,0.004212181938310522,0.016521544896265006,0.02002250416364859,0.0028902156199732687,0.013417534300849354
2016-02-17,6.966360001767309,1207.1155707242976,1219.045950017271,1195.6638451153958,1210.206455335315,53,1211.0999755859375,7.0992842963684195,98.59498358455537,27.248799787017333,5.040103359265203,22.20869642775213,81.00964914780936,27.799326227209374,0.33140752389608014,125.66768873275548,11.212354789441468,0.9146800010514498,17.701375048085943,0.06820246371675455,0.06296547133608153,0.019370228890217528,1.6167202756614556,113.8634,0.014053978988059762,0.013047411046185786,0.01654837031356937,-0.0005839182301059509,0.009943400450770135,0.02327143386111885
2016-02-18,6.966360001767309,1212.748254033323,1228.691078634358,1201.9285936930823,1216.9694095702514,315,1226.0999755859375,7.111593659326374,98.73782718113281,28.11920340503343,4.72840558182504,23.39079782320839,82.21962744920269,28.657834101027163,0.2968805991902033,124.91039310654601,11.442860504510866,0.9156274012939126,18.348597183313785,0.07105647954472394,0.06817323457919887,0.022067634277987882,1.6204139217916613,113.8897,0.013631918659866127,0.010975661854558005,-0.006156626689117317,0.004370691991758768,0.017698725402107485,0.017294994911167372
2016-02-19,6.966360001767309,1217.7474752743983,1234.4988044142403,1207.6047158892288,1222.5038046215338,76,1230.4000244140625,7.115094618593758,98.8416159451587,28.92218700266926,4.425111343568695,24.497075659100567,83.35454034317438,27.94217755177111,0.2667993804295509,121.20004920443277,11.630990773619605,0.9082291177202916,18.958989422006482,0.07273320074164825,0.07225177154097782,0.02208511129858955,1.5915701023929947,113.9558,0.012932684384799057,-0.01069400345895577,-0.0001666847780796843,0.013161348632269032,0.01275761814132892,-0.002214103617067309
